DateComtd,DayComtd,TimeComtd,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification
2013-01-01,Tuesday,11:15 AM,STATION5_CARBON,Ermita,Calderon Street,598325.72,1137941.50,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-01,Tuesday,4:30 AM,STATION10_PUNTA,Punta Princesa,SITIO MANGGA,594155.65,1138452.90,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-01,Tuesday,1:30 AM,STATION4_MABOLO,Lahug,Sitio Maracas Lahug Cebu City,598282.84,1142339.47,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-01-01,Tuesday,5:45 PM,STATION11_MAMBALING,Duljo Fatima,SITIO BARBAC,596441.04,1137968.84,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-01,Tuesday,5:30 PM,STATION4_MABOLO,Mabolo,J. Luna Ave near Mabolo Cebu City,600072.10,1140250.61,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-01,Tuesday,8:30 PM,STATION4_MABOLO,Kasambagan,Saint Michael Riverside Kasambagan Cebu City,600086.45,1142800.92,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-01-01,Tuesday,2:00 AM,STATION8_TALAMBAN,Bacayan,Great plains Subdivision,600828.80,1148145.26,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-01,Tuesday,8:00 AM,STATION1_PARIAN,T. Padilla,T PADILLA ST,599016.16,1138895.97,NON-INDEX CRIME,,OTHERNONINDEX,Illegal Detention
2013-01-01,Tuesday,3:00 PM,STATION1_PARIAN,Zapatera,ECHAVES ST.C.C.,598890.81,1139640.66,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-01,Tuesday,1:50 AM,STATION6_PASIL,Calamba,V.RAMA AVE. INFRONT OF SHELL GAS STATION CEBU CITY,597071.07,1138721.16,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-01,Tuesday,3:20 AM,STATION4_MABOLO,Carreta (Station 4),GEN MAXILOM ST 9INFRONT BRGY CARRETA HALL),599357.76,1139758.00,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-01,Tuesday,12:00 PM,STATION2_FUENTE,Sambag II,VISITACION ST.,597552.86,1139340.65,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-03,Thursday,8:00 AM,STATION9_GUADALUPE,Kalunasan,LOWER KALUNASAN CEBU CITY,596149.15,1142641.71,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-03,Thursday,5:11 PM,STATION2_FUENTE,Capitol Site,UNIT-9-10 GALLERIA FUENT E GEN MAXILOM AVE CEBU CITY,597916.27,1139833.36,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-03,Thursday,7:00 AM,STATION3_WATERFRONT,Santo Nino,Colon St.,598890.54,1138470.70,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-04,Friday,9:45 AM,STATION10_PUNTA,Tisa,NEAR ARBES BAKESHOP,595206.87,1139011.37,NON-INDEX CRIME,,OTHERNONINDEX,Swindling
2013-01-04,Friday,1:00 PM,STATION11_MAMBALING,Duljo Fatima,415 H R PADILLA,596135.68,1137921.31,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-04,Friday,12:00 PM,STATION4_MABOLO,Kasambagan,F. Cabahug St. Kasambagan Cebu City,599731.60,1141003.66,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-05,Saturday,10:00 PM,STATION9_GUADALUPE,Guadalupe,J LABRA GUADALUPE CEBU CITY,596264.99,1142169.32,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-05,Saturday,11:20 PM,STATION2_FUENTE,Capitol Site,MARIA CRISTINA ST CAPITOL SITE,597550.62,1141187.76,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-06,Sunday,12:00 AM,STATION1_PARIAN,Pari-an,Sikatuna St. C. C.,598760.84,1139066.00,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-01-06,Sunday,12:50 AM,STATION4_MABOLO,Lahug,NEAR INFINITY KTV BAR ARCHBISHOP REYES AVE.,598684.25,1140803.42,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-06,Sunday,7:20 AM,STATION3_WATERFRONT,San Roque,S OSMEÑA/PALMA ST,599273.31,1138568.58,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-07,Monday,12:30 AM,STATION11_MAMBALING,Basak San Nicolas,ALUMNOS,595840.93,1137434.89,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-07,Monday,8:00 AM,STATION9_GUADALUPE,Guadalupe,MA THERESA VILLAGE GUADALUPE CEBU CITY,596360.30,1142222.98,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-07,Monday,8:00 AM,STATION9_GUADALUPE,Guadalupe,ENGLIS V RAMA GUADALUPE CEBU CITY,596739.97,1141001.22,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-07,Monday,3:00 PM,STATION1_PARIAN,Pari-an,Colon ST.C.C.,598669.61,1138460.77,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-07,Monday,5:40 PM,STATION2_FUENTE,Kamputhaw,F MANALO ST / QUEENS ROAD,598340.30,1140283.02,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-07,Monday,3:45 PM,STATION2_FUENTE,Kamputhaw,MAYRA'S PENSIONE ESCARIO ST.,598005.25,1140783.43,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-08,Tuesday,3:30 AM,STATION7_PARDO,Bulacao,CABANGCALAN I BRGY BULACAO CC,593661.96,1136752.02,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-08,Tuesday,10:00 PM,STATION10_PUNTA,Tisa,INFRONT BRGY HALL,595112.98,1138973.76,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-08,Tuesday,3:30 PM,STATION7_PARDO,Basak Pardo,1193 A BAYANIHAN VILLAGE BASAK PARDO CC,594037.06,1137084.57,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-01-08,Tuesday,3:40 PM,STATION4_MABOLO,Hippodromo,Inside Security Office Ayala Center Cebu,599173.24,1140705.60,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-08,Tuesday,1:00 AM,STATION4_MABOLO,Luz,ARCHIBISHOP REYES AVE (FLYOVER),598848.99,1141127.21,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-09,Wednesday,6:25 PM,STATION11_MAMBALING,Duljo Fatima,SITIO PLASTICAN,596488.12,1137936.28,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-10,Thursday,8:10 PM,STATION4_MABOLO,Luz,Sitio Zapatera Brgy Luz Cebu City,598942.36,1140924.38,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-01-10,Thursday,1:15 AM,STATION4_MABOLO,Carreta (Station 4),M J CUENCO AVE / CARRETA SHELL STATION,599318.79,1139934.44,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-10,Thursday,8:30 AM,STATION8_TALAMBAN,Talamban,GOV CEUNCO NASIPIT,600014.16,1144914.49,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-10,Thursday,2:10 AM,STATION2_FUENTE,Kamputhaw,MANDARIN PLAZA HOTEL COR ARCHBISHOP REYES AND ESCARIO ST,598928.80,1140939.52,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-01-11,Friday,8:15 PM,STATION4_MABOLO,Hippodromo,KFC Ayala Center Cebu,599173.24,1140705.60,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-11,Friday,9:30 AM,STATION3_WATERFRONT,Santo Nino,Osmeña Blvd.,598840.01,1138055.01,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-12,Saturday,11:00 PM,STATION10_PUNTA,Labangon,KATIPUNAN ST,595992.18,1138836.09,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-12,Saturday,11:00 PM,STATION10_PUNTA,Labangon,BLISS HOUSING,596419.55,1138944.65,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-12,Saturday,7:00 AM,STATION7_PARDO,Bulacao,SITIO LAGUNA BULACAO CC,594289.20,1135969.16,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-12,Saturday,7:00 AM,STATION7_PARDO,Inayawan,WHITE ROAD INIYAWAN CC,593991.40,1136584.81,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-13,Sunday,5:00 PM,STATION8_TALAMBAN,Talamban,Cadahuan,600646.61,1146362.15,NON-INDEX CRIME,,OTHERNONINDEX,Swindling
2013-01-13,Sunday,4:30 AM,STATION4_MABOLO,Lahug,Sun-ok Lahug Cebu City,597947.85,1142405.06,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-13,Sunday,8:40 PM,STATION4_MABOLO,Mabolo,infront of Frank Upholstery Mabolo Cebu City,600072.10,1140250.61,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-13,Sunday,11:30 PM,STATION4_MABOLO,Luz,infront of RCBC Ayala Business Park,599173.24,1140705.60,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-13,Sunday,3:00 AM,STATION9_GUADALUPE,Guadalupe,M VELEZ ST GUADALUPE CEBU CITY,597057.10,1140691.19,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-14,Monday,6:00 PM,STATION4_MABOLO,Mabolo,inside PUJ routin 24A infront Andoks Mabolo Cebu City,600158.91,1140295.21,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-14,Monday,1:30 PM,STATION2_FUENTE,Cogon Ramos,F RAMOS ST CEBU CITY,598224.10,1139404.91,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-15,Tuesday,7:05 AM,STATION10_PUNTA,Labangon,CASA ROSITA GUARD HOUSE UPPER STA ANA,594969.32,1139958.55,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-15,Tuesday,6:30 AM,STATION4_MABOLO,Luz,ARCHIBISHOP REYES AVE NEAR BIR BO LUZ,599099.56,1141529.73,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-15,Tuesday,4:00 PM,STATION4_MABOLO,Luz,Vicinity of Ayala Business Center,599029.74,1140764.72,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-16,Wednesday,8:25 PM,STATION8_TALAMBAN,Talamban,Hi-way 77,600104.83,1146051.32,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-16,Wednesday,4:00 PM,STATION9_GUADALUPE,Guadalupe,ENGLIS V RAMA GUADALUPE CEBU CITY,596739.97,1141001.22,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-16,Wednesday,9:00 PM,STATION9_GUADALUPE,Kalunasan,OPRA KALUNASAN CEBU CITY,595983.37,1142902.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-17,Thursday,7:40 PM,STATION11_MAMBALING,Mambaling,HUYONG-HUYONG,595609.31,1137919.87,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-17,Thursday,5:20 PM,STATION8_TALAMBAN,Talamban,Tintay,601208.53,1146615.85,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-17,Thursday,3:40 PM,STATION2_FUENTE,Santa Cruz,FEMALE CR AT CROWN REGENCY OSMEÑA BLVD,597920.48,1139589.72,NON-INDEX CRIME,,OTHERNONINDEX,Unjust Vexation
2013-01-17,Thursday,8:20 PM,STATION3_WATERFRONT,Tejero,silangan dos,599716.71,1138804.55,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-18,Friday,3:00 AM,STATION10_PUNTA,Tisa,BRGY HALL,595075.35,1138983.00,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-18,Friday,9:00 PM,STATION8_TALAMBAN,Talamban,Cabangcalan,600322.63,1145368.94,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-18,Friday,3:00 AM,STATION4_MABOLO,Carreta (Station 4),MJ Cuenco Ave Carreta Cebu City,599347.59,1139709.29,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-18,Friday,5:40 PM,STATION9_GUADALUPE,Guadalupe,INSIDE POLICE STATION9 V RAMA GUADALUPE CEBU CITY,596740.25,1141088.63,NON-INDEX CRIME,,OTHERNONINDEX,Unjust Vexation
2013-01-18,Friday,3:10 AM,STATION4_MABOLO,Lahug,SALINAS DRIVE / WATERFRONT LAHUG CEBU CITY,599064.21,1141874.84,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-18,Friday,9:30 AM,STATION3_WATERFRONT,Santo Nino,P. Burgos St.,598942.92,1138228.06,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-19,Saturday,6:30 AM,STATION6_PASIL,Calamba,Almacen V Rama Avenue,596901.93,1138933.81,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-19,Saturday,1:40 AM,STATION2_FUENTE,Sambag I,37-C URGELLO ST.,597839.71,1138746.73,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-01-20,Sunday,7:30 PM,STATION10_PUNTA,Tisa,GAISANO CAPITAL F LLAMAS ST,595056.96,1138833.54,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-01-20,Sunday,9:20 PM,STATION10_PUNTA,Labangon,SALVADOR EXTN (TRIKEN STORE),596138.17,1138729.10,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-20,Sunday,11:45 PM,STATION10_PUNTA,Punta Princesa,SITS BART F LLAMAS ST,595142.75,1138394.86,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-20,Sunday,1:00 AM,STATION11_MAMBALING,Duljo Fatima,SITIO BULI,596253.34,1137860.93,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-01-20,Sunday,4:00 PM,STATION8_TALAMBAN,Talamban,Ylaya,601085.81,1146809.22,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-20,Sunday,7:05 AM,STATION2_FUENTE,Capitol Site,J. LLORENT ST,597543.09,1140094.61,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-20,Sunday,11:45 AM,STATION2_FUENTE,Sambag I,OSMEÑA BLVD INFRONT OF ABELLANA NATIONAL SCHOOL,598116.41,1138845.56,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-21,Monday,7:00 PM,STATION11_MAMBALING,Mambaling,SAN ROQUE,595854.21,1137733.76,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-22,Tuesday,6:40 AM,STATION11_MAMBALING,Mambaling,GANCIANG ST,595520.12,1137882.27,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-22,Tuesday,12:40 PM,STATION7_PARDO,Bulacao,SITIO SAN ROQUE BULACAO PARDO CC,594215.61,1135338.69,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-22,Tuesday,6:30 AM,STATION7_PARDO,Cogon Pardo,TIGER TAXI COMPOUND HIGHWAY TAGUNOL COGON PARDO CC,592607.41,1135661.17,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-22,Tuesday,10:00 PM,STATION1_PARIAN,Pari-an,Sikatuna St. C. C.,598760.84,1139066.00,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-22,Tuesday,9:00 AM,STATION9_GUADALUPE,Guadalupe,SITIO TUGASAN GUADALUPE CEBU CITY,596005.80,1141901.32,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-22,Tuesday,4:00 PM,STATION3_WATERFRONT,Tinago,MJ Cuenco Ave.,599214.70,1138508.97,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-23,Wednesday,6:00 PM,STATION4_MABOLO,Mabolo,,600073.70,1140242.91,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-01-23,Wednesday,11:30 AM,STATION4_MABOLO,Lahug,La Guerta Lahug Cebu City,597807.83,1142482.86,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-23,Wednesday,4:00 AM,STATION4_MABOLO,Lahug,Skyrise 4 IT Park Lahug Cebu City,599226.17,1141926.63,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-23,Wednesday,12:15 AM,STATION9_GUADALUPE,Guadalupe,ANDRES ABELLANA EXT GUADALUPE CEBU CITY,596912.65,1141136.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-23,Wednesday,8:00 PM,STATION1_PARIAN,Day-as,Sikatuna St. C. C.,598760.84,1139066.00,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-24,Thursday,6:00 PM,STATION4_MABOLO,Mabolo,Sitio Upper Hayco Mabolo Cebu City,600072.10,1140250.61,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-24,Thursday,8:00 AM,STATION9_GUADALUPE,Guadalupe,SITIO PERPASS ENGLIS V RAMA GUADALUPE CEBU CITY,596890.57,1140262.64,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-24,Thursday,12:45 PM,STATION8_TALAMBAN,San Jose,Purok 3,600087.98,1147419.01,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-24,Thursday,12:30 AM,STATION2_FUENTE,Kamputhaw,INSIDE J AVE. MANGO SQUARE,598100.74,1139933.09,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-25,Friday,12:00 AM,STATION9_GUADALUPE,Sapangdaku,UPPER LANIPAO SAPANGDAKU CEBU CITY,594767.72,1144292.15,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-25,Friday,8:00 AM,STATION9_GUADALUPE,Kalunasan,UNIT II OPRA KALUNAASAN CEBU CITY,596870.72,1142111.41,NON-INDEX CRIME,,OTHERNONINDEX,Swindling
2013-01-26,Saturday,7:15 PM,STATION8_TALAMBAN,Talamban,Talamban,600426.95,1146363.85,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-01-26,Saturday,3:50 PM,STATION2_FUENTE,Capitol Site,ELEGANT CIRCLE INN FUENTE OSMEÑA,597812.12,1139896.39,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-26,Saturday,11:20 AM,STATION3_WATERFRONT,Santo Nino,Colon St.,598383.53,1138277.84,NON-INDEX CRIME,,OTHERNONINDEX,Unjust Vexation
2013-01-27,Sunday,12:00 PM,STATION4_MABOLO,Lahug,Upper Panabang Lahug Cebu City,598374.66,1141436.34,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-27,Sunday,4:00 PM,STATION9_GUADALUPE,Kalunasan,MOUNTAIN VIEW VILLAGE KALUNASAN CEBU CITY,596284.36,1142813.07,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-27,Sunday,1:15 AM,STATION2_FUENTE,Kamputhaw,INSIDE ALCHOLOGY MANGO AVE.,598155.38,1139930.33,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-28,Monday,4:10 PM,STATION11_MAMBALING,Basak San Nicolas,CABREROS ST,595098.42,1137409.52,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-28,Monday,12:00 AM,STATION4_MABOLO,Kasambagan,Panagdait Kasambagan Cebu City,600488.88,1141580.08,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-28,Monday,8:10 PM,STATION4_MABOLO,Mabolo,Salond De Rose SM City Cebu Mabolo Cebu City,600495.82,1139981.02,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-29,Tuesday,5:30 AM,STATION4_MABOLO,Hippodromo,St. Jude St. Brgy Hipodromo Cebu City,599313.17,1140246.12,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-01-29,Tuesday,1:20 PM,STATION1_PARIAN,Pari-an,COLON ST (COLONNADE MALL),598394.50,1138555.30,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-29,Tuesday,9:00 PM,STATION2_FUENTE,Santa Cruz,RM 901 CROWN REGENCY HOTEL &TOWERS OSMEÑA BLVD CEBU CITY,597933.39,1139595.59,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-30,Wednesday,9:48 AM,STATION7_PARDO,Cogon Pardo,HIGHWAY TAGUNOL COGON PARDO CC,593764.12,1137223.88,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-01-30,Wednesday,10:00 PM,STATION4_MABOLO,Lahug,Sitio Kamagong Lahug Cebu City,598282.84,1142339.47,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-30,Wednesday,9:50 PM,STATION9_GUADALUPE,Guadalupe,SITIO KANAAS GUADALUPE CEBU CITY,596301.84,1140413.34,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-01-30,Wednesday,1:00 PM,STATION4_MABOLO,Lahug,USP Lahug Cebu City,598845.57,1141916.21,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-01-31,Thursday,5:00 PM,STATION8_TALAMBAN,Pulangbato,Tayabas,598897.64,1149649.14,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-31,Thursday,7:30 AM,STATION4_MABOLO,Lahug,SALINAS DRIVE / WILSON ST,598313.54,1142278.90,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-01-31,Thursday,3:30 AM,STATION1_PARIAN,Pari-an,parian C.C.,598669.61,1138460.77,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-02-01,Friday,5:00 AM,STATION6_PASIL,Sawang Calero,Magsaysay Ext,597607.26,1137732.30,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-02-01,Friday,4:20 AM,STATION2_FUENTE,Kamputhaw,INSIDE J AVE. MANGO SQUARE,598096.63,1139932.79,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-02-01,Friday,7:20 PM,STATION2_FUENTE,Sambag II,398-L VISITACION ST.,597655.63,1139351.44,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-01,Friday,1:00 PM,STATION3_WATERFRONT,Santo Nino,P. Burgos St.,598924.11,1138232.67,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-02-01,Friday,7:00 AM,STATION7_PARDO,Pardo (Pob.),VILLA BULCITA BULACAO CEBU CITY,592924.08,1135956.37,NON-INDEX CRIME,,OTHERNONINDEX,Attempted Homicide
2013-02-02,Saturday,11:00 PM,STATION4_MABOLO,Babag,,593702.38,1147186.49,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-02,Saturday,2:25 PM,STATION10_PUNTA,Punta Princesa,308 F. LLAMAS ST,595128.66,1138390.16,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-02,Saturday,9:30 PM,STATION11_MAMBALING,Basak San Nicolas,JANSSEN CHURH,595138.24,1136963.10,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-02,Saturday,8:30 PM,STATION7_PARDO,Basak Pardo,CEBU WETLAND RESORT HI-WAY TAGUNOL BASAK PARDO CC,594292.56,1136473.46,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-02-02,Saturday,2:00 PM,STATION4_MABOLO,Lahug,Waterfront Hotel Lahug Cebu City,599128.06,1141723.26,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-02-03,Sunday,2:00 PM,STATION7_PARDO,Pardo (Pob.),SABELLANO ST PARDO CC,594076.16,1136547.60,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-02-03,Sunday,5:30 PM,STATION4_MABOLO,Mabolo,Tres Borces St Mabolo Cebu City,600159.96,1140750.43,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-04,Monday,8:50 PM,STATION8_TALAMBAN,Bacayan,lower Bacayan,600894.58,1148349.08,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-02-04,Monday,7:00 AM,STATION7_PARDO,Cogon Pardo,HIGHWAY TAGUNOL COGON PARDO CC,594319.02,1135357.55,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-02-04,Monday,3:00 PM,STATION4_MABOLO,Mabolo,Sitio San Isidro Brgy Mabolo Cebu City,600309.93,1140893.26,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-02-05,Tuesday,10:00 AM,STATION9_GUADALUPE,Kalunasan,OPRA KALUNASAN CEBU CITY,595983.37,1142902.70,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-02-05,Tuesday,4:00 PM,STATION9_GUADALUPE,Guadalupe,V RAMA AVE HAPPY VALLEY GUADALUPE CEBU CITY,596923.56,1139803.41,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-02-05,Tuesday,1:00 PM,STATION9_GUADALUPE,Guadalupe,HORSESHOE HILLS BANAWA GUADALUPE CEBU CITY,596549.31,1140143.22,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-02-06,Wednesday,6:45 PM,STATION11_MAMBALING,Duljo Fatima,C PADILLA ST,596263.88,1137816.00,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-06,Wednesday,5:00 PM,STATION9_GUADALUPE,Guadalupe,V RAMA AVE GUADALUPE CEBU CITY,596789.90,1140767.78,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-06,Wednesday,12:30 PM,STATION2_FUENTE,Santa Cruz,ROBINSONS FUENTE IN FRONT OF MANG INASAL,597900.87,1139773.50,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-02-07,Thursday,11:40 AM,STATION9_GUADALUPE,Guadalupe,UNIT II OPRA KALUNASAN CEBU CITY,596880.72,1142121.41,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-02-07,Thursday,4:00 PM,STATION9_GUADALUPE,Guadalupe,ANDRES ABELLANA ST GUADALUPE CEBU CITY,596912.65,1141136.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-02-07,Thursday,11:45 PM,STATION2_FUENTE,Sambag I,NEAR CALTEX N BACALSO ST,597865.74,1138575.22,NON-INDEX CRIME,,OTHERNONINDEX,Falsification of Public Documents
2013-02-08,Friday,11:45 PM,STATION6_PASIL,Calamba,V Rama Ave,597091.11,1139139.19,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-02-09,Saturday,8:00 AM,STATION11_MAMBALING,Mambaling,SAN BERNARDINO ST,595797.40,1137883.03,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
