DateComtd,DayComtd,TimeComtd,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification
2013-04-11,Thursday,6:25 PM,STATION8_TALAMBAN,Pit-os,Villa del Rio 2,600607.95,1149170.95,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-11,Thursday,12:30 AM,STATION1_PARIAN,Kamagayan,JAKOSALEM ST,598602.40,1138969.51,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-11,Thursday,9:35 PM,STATION1_PARIAN,Pari-an,JAKOSALEM ST,598602.40,1138969.51,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-11,Thursday,12:30 PM,STATION1_PARIAN,Lorega San Miguel,BRGY LOREGA SAN MIGUEL CEBU CITY,598579.27,1138838.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-11,Thursday,12:15 PM,STATION4_MABOLO,Lahug,964-B Veterans Drive Lahug Cebu City,598374.66,1141436.34,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-11,Thursday,2:10 AM,STATION2_FUENTE,Kamputhaw,MANGO SQUARE OUTSIDE J.AVE. MANGO AVE.,598104.26,1139935.73,NON-INDEX CRIME,,OTHERNONINDEX,Unjust Vexation
2013-04-12,Friday,7:10 PM,STATION10_PUNTA,Punta Princesa,BESIDE VICENTE SOTTO MEMORIAL GYM ATILLO ROAD,595485.82,1138395.80,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-12,Friday,11:30 PM,STATION8_TALAMBAN,Talamban,Hiway 11,600593.17,1146566.22,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-04-12,Friday,1:00 AM,STATION6_PASIL,San Nicolas Proper,Tres de Abril ,597408.72,1138359.17,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-12,Friday,7:40 PM,STATION1_PARIAN,Kamagayan,P DEL ROSARIO ST,598579.27,1138838.70,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-12,Friday,10:30 PM,STATION4_MABOLO,Banilad,Gov Cuenco Ave Banilad Cebu City,599470.98,1141767.42,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-04-12,Friday,9:00 AM,STATION4_MABOLO,Lahug,La Guardia Salinas Drive Lahug Cebu City,598842.08,1141905.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-12,Friday,3:45 PM,STATION4_MABOLO,Luz,Sitio Kalinao Bo. Luz Cebu City,598942.36,1140924.38,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-12,Friday,7:30 AM,STATION3_WATERFRONT,Tejero,silangan dos,599693.28,1138781.13,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-13,Saturday,4:00 PM,STATION8_TALAMBAN,Talamban,Tigbao,600740.02,1147369.54,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-13,Saturday,3:00 PM,STATION1_PARIAN,Zapatera,ECHAVEZ ST,598890.81,1139640.66,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-13,Saturday,8:00 AM,STATION9_GUADALUPE,Guadalupe,SITIO KAWAYAN BANAWA CEBU CITY,595879.57,1140273.86,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-13,Saturday,8:40 PM,STATION1_PARIAN,Kamagayan,OSMEÑA BLVD,598216.84,1138658.27,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-13,Saturday,6:00 PM,STATION4_MABOLO,Lahug,Acacia St. Peace Valley Lahug Cebu City,598374.66,1141436.34,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-13,Saturday,5:00 AM,STATION2_FUENTE,Kamputhaw,MANGO SQUARE MANGO AVE.,598107.04,1139886.71,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-13,Saturday,2:30 PM,STATION3_WATERFRONT,Carreta (Station 3),Gen. Maxilom Ext.,599554.84,1139541.79,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-14,Sunday,6:20 PM,STATION10_PUNTA,Tisa,SITIO TABAY LAWOM,594847.37,1139869.51,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority
2013-04-14,Sunday,11:00 PM,STATION8_TALAMBAN,Cambinocot,Purok 7 ,598368.86,1156767.39,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-14,Sunday,6:00 PM,STATION8_TALAMBAN,San Jose,Purok 4,599926.72,1147537.58,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-14,Sunday,5:30 PM,STATION8_TALAMBAN,Talamban,Tintay,601170.92,1146623.91,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-14,Sunday,6:00 AM,STATION9_GUADALUPE,Guadalupe,SAINT JOHN GOODSHEPERD BANAWA CEBU CITY,595955.29,1140292.74,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-14,Sunday,6:30 PM,STATION4_MABOLO,Apas,Purok 6 San Miguel Apas Cebu City,599315.60,1142700.70,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-14,Sunday,3:00 AM,STATION2_FUENTE,Santa Cruz,CLUB TEMPTATION D JAKOSALEM ST,598505.77,1139931.90,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-15,Monday,5:30 PM,STATION10_PUNTA,Tisa,SITIO MANGGA,594829.32,1139593.99,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-04-15,Monday,6:30 PM,STATION8_TALAMBAN,Binaliw,Binaliw 2,600256.21,1151398.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-15,Monday,2:20 PM,STATION4_MABOLO,Luz,Sitio Mabuhay Bo. Luz Cebu City,599341.49,1140912.52,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-15,Monday,1:30 PM,STATION3_WATERFRONT,Carreta (Station 3),Gen. Maxilom Ext.,599554.84,1139541.79,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-16,Tuesday,2:30 PM,STATION7_PARDO,Sudlon I,,589397.29,1146699.23,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-16,Tuesday,1:30 AM,STATION8_TALAMBAN,Talamban,Hiway 11,600537.82,1146615.08,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-04-16,Tuesday,11:00 AM,STATION8_TALAMBAN,Talamban,KPELIS Tigbao,600582.85,1146884.79,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-16,Tuesday,8:00 AM,STATION9_GUADALUPE,Guadalupe,SITIO LUMBANI GUADALUPE CEBU CITY,596746.45,1141396.79,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-16,Tuesday,4:45 PM,STATION4_MABOLO,Mabolo,Ouside Mabolo Church,600072.10,1140250.61,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-16,Tuesday,10:30 PM,STATION4_MABOLO,Kasambagan,near UC Banilad Brgy Kasambagan Cebu City,599826.96,1142992.78,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-04-16,Tuesday,2:30 PM,STATION2_FUENTE,Kamputhaw,RM 202 HOTEL LECARMEN J OSMEÑA ST.,598037.08,1140010.24,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-17,Wednesday,1:00 AM,STATION10_PUNTA,Punta Princesa,EXECUTIVE VILLAGE,596007.24,1138485.94,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-17,Wednesday,2:00 AM,STATION8_TALAMBAN,San Jose,Purok 2,600348.78,1147404.59,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-17,Wednesday,9:40 PM,STATION1_PARIAN,T. Padilla,BRGY T PADILLA CEBU CITY,599016.16,1138895.97,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-17,Wednesday,9:30 AM,STATION4_MABOLO,Lahug,Sitio Legacy Lahug Cebu City,598374.66,1141436.34,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-17,Wednesday,1:00 AM,STATION4_MABOLO,Apas,Gaisano Bowlingflex Gaisano Country Mall Apas Cebu City,599789.13,1143076.70,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-18,Thursday,11:00 PM,STATION10_PUNTA,Tisa,18 NAYA VILLAGE,595007.89,1139599.14,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-18,Thursday,2:00 AM,STATION8_TALAMBAN,Talamban,Ylaya,601154.25,1146699.72,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-04-18,Thursday,7:30 PM,STATION9_GUADALUPE,Guadalupe,351 R. DUTERTE ST. BANAWA GUADALUPE CEBU CITY,596756.86,1140581.44,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-18,Thursday,12:30 PM,STATION1_PARIAN,T. Padilla,T PADILLA ST,599016.16,1138895.97,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-18,Thursday,5:20 AM,STATION4_MABOLO,Mabolo,Ouside SM Dept. Store Mabolo Cebu City,600495.82,1139981.02,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-18,Thursday,9:00 AM,STATION4_MABOLO,Hippodromo,ACC Mall Ayala Center Cebu,599173.24,1140705.60,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-18,Thursday,7:00 PM,STATION4_MABOLO,Luz,Sitio Sto Nino 2 Brgy Luz Cebu City,599341.49,1140912.52,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-04-18,Thursday,12:00 AM,STATION3_WATERFRONT,Santo Nino,D. Jakosalem St. cor Magallanes St.,598680.29,1138031.21,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-18,Thursday,6:00 PM,STATION2_FUENTE,Kamputhaw,PONGOS RESIDENCE ELIZABETH POND EXTN CEBU CITY,598271.88,1140385.58,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-19,Friday,5:30 PM,STATION10_PUNTA,Punta Princesa,150 TRES DE ABRIL ST,595913.12,1138532.37,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-19,Friday,1:00 PM,STATION9_GUADALUPE,Kalunasan,SITIO DAPDAP KALUNASAN CEBU CITY,596078.12,1143477.20,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-20,Saturday,7:50 PM,STATION10_PUNTA,Labangon,SALVADOR EXT FRONTING SCIENCE HIGH,596066.93,1138999.71,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-20,Saturday,8:30 PM,STATION10_PUNTA,Punta Princesa,333-15K VICTOR VILLAGE,595692.19,1138550.45,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-20,Saturday,7:30 PM,STATION11_MAMBALING,Basak San Nicolas,F LLAMAS ST,595202.94,1137880.88,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-20,Saturday,10:00 PM,STATION8_TALAMBAN,Talamban,Nasipit,600141.24,1144826.03,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-20,Saturday,1:00 AM,STATION4_MABOLO,Lahug,Sitio Anapog Lahug Cebu City,598282.84,1142339.47,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-20,Saturday,11:00 PM,STATION4_MABOLO,Mabolo,Holyname St. Mabolo Cebu City,600072.10,1140250.61,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-21,Sunday,10:00 AM,STATION11_MAMBALING,Duljo Fatima,C PADILLA ST,596734.63,1138039.16,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-21,Sunday,1:30 AM,STATION4_MABOLO,Kasambagan,Castle Peak Hotel F Cabahug Brgy Kasambagan Cebu City,600045.76,1141244.99,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-21,Sunday,3:00 AM,STATION4_MABOLO,Carreta (Station 4),Upper Brgy Carreta Cebu City,599498.25,1139611.67,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-21,Sunday,12:00 PM,STATION4_MABOLO,Mabolo,Sitio Lahing Lahing Mabolo Cebu City,600285.57,1140102.64,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-21,Sunday,4:30 AM,STATION2_FUENTE,Kamputhaw,FRUITS & FOODS ESTABLISHMENT QUEENS RD,598515.73,1140149.03,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-04-22,Monday,11:10 AM,STATION10_PUNTA,Labangon,# 16 TAMBISAN LA PALOMA,595893.07,1138989.90,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-22,Monday,12:20 AM,STATION4_MABOLO,Lahug,IT Park Lahug Cebu City,599226.17,1141926.63,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-22,Monday,2:00 PM,STATION4_MABOLO,Mabolo,Cockaliong Main Office S. Osmena Blvd. Cebu City,601015.02,1140008.20,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-22,Monday,3:40 PM,STATION4_MABOLO,Lahug,IT Park PGU Building Union Bank Lahug Cebu City,599226.17,1141926.63,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-22,Monday,10:00 AM,STATION4_MABOLO,Carreta (Station 4),LTFRB-7 Office NRA Cebu City,599943.01,1139377.15,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-23,Tuesday,8:00 AM,STATION1_PARIAN,Kamagayan,INTERIOR PORTION,598530.29,1138763.83,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-23,Tuesday,4:00 PM,STATION7_PARDO,Bulacao,658 CABANGCALAN I BULACAO CEBU CITY,592716.55,1136235.98,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-23,Tuesday,1:00 AM,STATION1_PARIAN,Zapatera,ZAMORA ST,598849.99,1138544.70,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-23,Tuesday,1:00 AM,STATION1_PARIAN,Zapatera,ZAMORA ST,598849.99,1138544.70,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-23,Tuesday,5:30 PM,STATION4_MABOLO,Luz,Sitio City Central Bo. Luz Cebu City,598942.36,1140924.38,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-23,Tuesday,1:30 PM,STATION4_MABOLO,Hippodromo,Keppel Centre 9th Floor UK Embassy Cebu Business Park Cebu City,599492.43,1140832.56,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-23,Tuesday,2:00 PM,STATION4_MABOLO,Mabolo,Sitio Sindulan Brgy Mabolo Cebu City,600309.93,1140893.26,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-24,Wednesday,11:00 AM,STATION8_TALAMBAN,Talamban,Active gym Miñoza Street,600346.77,1146470.98,NON-INDEX CRIME,,OTHERNONINDEX,Slander
2013-04-24,Wednesday,11:47 PM,STATION4_MABOLO,Lahug,JY Square Mall Lahug Cebu City,598349.33,1142087.55,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-24,Wednesday,11:30 PM,STATION2_FUENTE,Kamputhaw,SHOBEE BAKESHOP PUROK 3 UPPER,598369.63,1141033.07,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-25,Thursday,4:00 PM,STATION7_PARDO,Cogon Pardo,NUÑEZ COMPOUND TAGONOL COGON PARDO CC,594225.96,1135945.83,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-25,Thursday,2:00 AM,STATION9_GUADALUPE,Guadalupe,M VELEZ ST GUADALUPE CEBU CITY,597057.10,1140691.19,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-25,Thursday,4:15 PM,STATION1_PARIAN,Kamagayan,OSMEÑA BLVD,598216.84,1138658.27,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-25,Thursday,10:00 AM,STATION4_MABOLO,Mabolo,JL Briones St. NRA Cebu City,600350.89,1139716.81,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-25,Thursday,8:30 AM,STATION4_MABOLO,Mabolo,Infront Natasha NRA Cebu City,600908.91,1140138.62,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-25,Thursday,1:00 PM,STATION2_FUENTE,Sambag II,UPPER PAILOB,597257.98,1139017.09,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-25,Thursday,9:30 PM,STATION2_FUENTE,Capitol Site,BASELINE VICINITY OF JUANA OSMEÑA EXTN. CEBU CITY,597964.40,1140164.11,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-04-25,Thursday,5:00 PM,STATION4_MABOLO,Banilad,Sitio Kalubihan Banilad Cebu City,599545.63,1141954.38,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-26,Friday,8:00 AM,STATION9_GUADALUPE,Guadalupe,ANDRES ABELLANA GUADALUPE CEBU CITY,596912.65,1141136.70,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-26,Friday,3:20 PM,STATION4_MABOLO,Mabolo,J Luna Ave Brgy Mabolo Cebu City,600108.17,1140373.27,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-26,Friday,6:00 PM,STATION4_MABOLO,Hippodromo,Ayala Access Road Brgy Hipodromo Cebu City,599572.08,1140090.44,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-04-26,Friday,11:00 PM,STATION3_WATERFRONT,Santo Nino,MAgallanes St.,598685.01,1138026.56,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-27,Saturday,7:40 PM,STATION4_MABOLO,Buot-Taop,,588809.88,1144106.74,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-27,Saturday,8:30 PM,STATION8_TALAMBAN,Talamban,Nasipit,600261.28,1145157.23,NON-INDEX CRIME,,OTHERNONINDEX,Acts of Lasciviousness
2013-04-27,Saturday,3:00 PM,STATION9_GUADALUPE,Kalunasan,LANGUB KALUNASAN CEBU CITY,596395.80,1142236.21,NON-INDEX CRIME,,OTHERNONINDEX,Unjust Vexation
2013-04-27,Saturday,11:00 AM,STATION4_MABOLO,Lahug,Salinas Drive Lahug Cebu City,598427.97,1142112.28,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-27,Saturday,10:00 AM,STATION4_MABOLO,Apas,Sitio Baca Apas Cebu City,599061.39,1142864.55,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-27,Saturday,7:00 PM,STATION4_MABOLO,Mabolo,Seno St. Mabolo Cebu City,600072.10,1140250.61,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-27,Saturday,7:30 PM,STATION4_MABOLO,Hippodromo,2nd Floor Brgy Hipodromo Cebu City,599313.17,1140246.12,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-27,Saturday,3:25 PM,STATION2_FUENTE,Santa Cruz,SKYWALK NEAR ROBINSONS PLACE OSMEÑA BLVD,597852.06,1139687.86,NON-INDEX CRIME,,OTHERNONINDEX,Attempted Homicide
2013-04-28,Sunday,11:40 PM,STATION10_PUNTA,Labangon,A LOPEZ ST,596734.70,1138847.47,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-28,Sunday,4:30 AM,STATION8_TALAMBAN,Talamban,Nasipit,600246.00,1145159.52,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-04-28,Sunday,2:00 AM,STATION8_TALAMBAN,Talamban,Maryville Subdivision,600267.90,1147344.84,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-28,Sunday,12:10 AM,STATION4_MABOLO,Luz,Sitio San Roque Bo. Luz Cebu City,599381.66,1140951.30,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal
2013-04-28,Sunday,4:00 PM,STATION4_MABOLO,Lahug,Sitio Anapog Maracas Lahug Cebu City,598282.84,1142339.47,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-28,Sunday,8:00 PM,STATION4_MABOLO,Hippodromo,San Roque Cahipa St Brgy Hipodromo Cebu City,599313.17,1140246.12,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-04-29,Monday,12:00 PM,STATION4_MABOLO,Babag,,593840.16,1147420.48,NON-INDEX CRIME,,OTHERNONINDEX,Acts of Lasciviousness
2013-04-29,Monday,4:00 AM,STATION10_PUNTA,Quiot Pardo,GENES COMPOUND,593781.39,1137812.21,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-29,Monday,12:00 PM,STATION2_FUENTE,Sambag I,407-L P Del Rosario Ext Brgy Sambag I Cebu City,597764.46,1138662.48,NON-INDEX CRIME,,OTHERNONINDEX,Swindling
2013-04-29,Monday,12:30 PM,STATION4_MABOLO,Hippodromo,Riverside Brgy Hipodromo Cebu City,598935.35,1140910.36,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-29,Monday,8:00 PM,STATION3_WATERFRONT,Tejero,MJ Cuenco Ave.,599245.60,1139214.09,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-29,Monday,3:00 AM,STATION2_FUENTE,Kamputhaw,ALCHOLOGY MANGO AVE,598163.04,1139921.60,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-04-29,Monday,10:00 AM,STATION2_FUENTE,Sambag I,123 URGELLO ST.,597842.55,1138885.06,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-04-30,Tuesday,4:30 AM,STATION2_FUENTE,Cogon Ramos,YOU RESTO BAR MANGO AVE.,598141.55,1139832.24,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-05-01,Wednesday,7:30 PM,STATION8_TALAMBAN,Talamban,Upper Tac-an,597127.62,1147558.83,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-01,Wednesday,11:00 PM,STATION9_GUADALUPE,Guadalupe,LOWER SAMBAG1 GUADALUPE CEBU CITY,596016.23,1141510.57,NON-INDEX CRIME,,OTHERNONINDEX,Attempted Paricide
2013-05-01,Wednesday,12:00 AM,STATION4_MABOLO,Lahug,Kamagong Lahug Cebu City,598282.84,1142339.47,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-01,Wednesday,8:00 AM,STATION4_MABOLO,Lahug,Sudlon Lahug Cebu City,598239.50,1141874.82,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-05-01,Wednesday,10:00 AM,STATION4_MABOLO,Lahug,Sitio Banika near BSP Camp Lahug Cebu City,597947.85,1142405.06,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-05-01,Wednesday,9:00 PM,STATION4_MABOLO,Apas,IT Park Apas Cebu City,599032.68,1141801.21,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-05-01,Wednesday,10:00 PM,STATION4_MABOLO,Lahug,Salinas Drive JCA Pizza Lahug Cebu City,598328.02,1142148.18,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief
2013-05-01,Wednesday,12:00 PM,STATION4_MABOLO,Hippodromo,Ayala Center Cebu,599173.24,1140705.60,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-05-01,Wednesday,5:14 PM,STATION2_FUENTE,Kamputhaw,RITCHELDA TAXI FROM PUERTO PINO LAPU2 TO MANGO SQUARE,598129.93,1139893.20,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-05-02,Thursday,11:50 PM,STATION9_GUADALUPE,Guadalupe,JAMES ST BUENA HILLS GUADALUPE CEBU CITY,596346.42,1140437.97,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing
2013-05-02,Thursday,3:30 PM,STATION1_PARIAN,Zapatera,SEPULVEDA ST,598759.55,1139523.56,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-02,Thursday,7:30 AM,STATION4_MABOLO,Hippodromo,Apple One Cebu Business Park Cebu City,599173.24,1140705.60,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-05-02,Thursday,12:30 PM,STATION4_MABOLO,Banilad,Banilad Cebu City,599909.40,1143742.30,NON-INDEX CRIME,,OTHERNONINDEX,Estafa
2013-05-03,Friday,6:30 AM,STATION4_MABOLO,Lahug,ESCARIO ST/GORORDO AVE,598408.99,1140925.20,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-03,Friday,9:00 PM,STATION10_PUNTA,Labangon,SITIO BON AMI KATIPUNAN ST,596323.85,1139139.33,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-03,Friday,9:00 AM,STATION4_MABOLO,Banilad,Univille Banilad Cebu City,599909.40,1143742.30,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-05-03,Friday,10:00 PM,STATION3_WATERFRONT,Santo Nino,D. Jakosalem St.,598675.74,1137979.84,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-03,Friday,10:30 PM,STATION3_WATERFRONT,Santo Nino,D. Jakosalem St.,598675.74,1137979.84,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-04,Saturday,9:45 PM,STATION5_CARBON,Ermita,Brgy Ermita Proper,598213.43,1137760.84,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-05-04,Saturday,10:00 AM,STATION10_PUNTA,Buhisan,SITIO SKWELAHAN,594643.90,1138645.65,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-04,Saturday,6:00 PM,STATION1_PARIAN,Lorega San Miguel,LOREGA ST,598579.27,1138838.70,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-04,Saturday,11:20 AM,STATION4_MABOLO,Apas,Davids Kitchen IT Park Apas Cebu City,599032.68,1141801.21,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-04,Saturday,9:30 PM,STATION4_MABOLO,Mabolo,Back Pepsi Brgy Mabolo Cebu City,600158.91,1140295.21,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-05-05,Sunday,11:50 AM,STATION8_TALAMBAN,Bacayan,Huyong-huyong,600971.05,1147902.36,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion
2013-05-05,Sunday,12:30 AM,STATION1_PARIAN,Kamagayan,OSMENA BLVD,598216.84,1138658.27,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
2013-05-05,Sunday,3:45 PM,STATION4_MABOLO,Lahug,Autogas Station Brgy Lahug Cebu City,598239.50,1141874.82,NON-INDEX CRIME,,OTHERNONINDEX,Slight Physical Injuries
