DateComtd,DayComtd,TimeComtd,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification
2013-01-01,Tuesday,4:20 AM,STATION8_TALAMBAN,Talamban,Mi§oza Street,600144.17,1146259.75,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-01,Tuesday,3:00 AM,STATION11_MAMBALING,Basak San Nicolas,LEMON ST,594956.84,1137623.93,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2013-01-01,Tuesday,5:45 PM,STATION1_PARIAN,Kamagayan,PELAEZ ST. BRGY KAMAGAYAN C.C.,598343.75,1138649.29,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-01,Tuesday,5:00 AM,STATION1_PARIAN,Pari-an,Jakosalem St. C.C.,598602.40,1138969.51,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-01,Tuesday,11:59 PM,STATION10_PUNTA,Punta Princesa,346 SAMBAG ST,595557.45,1137978.09,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-01,Tuesday,7:30 PM,STATION3_WATERFRONT,Tinago,Arellano Blvd.,599576.60,1138495.99,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-02,Wednesday,11:00 AM,STATION8_TALAMBAN,Talamban,Cabangcalan,600278.32,1145358.60,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-02,Wednesday,8:00 AM,STATION9_GUADALUPE,Guadalupe,M VELEZ ST GUADALUPE CEBU CITY,597057.10,1140691.19,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-02,Wednesday,2:00 AM,STATION8_TALAMBAN,Talamban,Tintay,601200.95,1146596.57,INDEX CRIME,Crime Against Property,THEFT,CarPartsAccessories
2013-01-02,Wednesday,9:00 AM,STATION4_MABOLO,Banilad,#47 Paseo John St. Maria Luisa Park Banilad Cebu City,600008.82,1144302.79,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2013-01-02,Wednesday,8:00 AM,STATION1_PARIAN,T. Padilla,T.PADILLA ST.CC,599016.16,1138895.97,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-02,Wednesday,3:00 AM,STATION3_WATERFRONT,Santo Nino,MC Briones St.,598755.74,1137942.71,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-02,Wednesday,3:45 PM,STATION3_WATERFRONT,San Roque,Colon St. cor Mabini St.,598946.80,1138517.55,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-02,Wednesday,4:30 PM,STATION3_WATERFRONT,Santo Nino,Manalili St.,598444.86,1138193.97,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-02,Wednesday,4:30 PM,STATION3_WATERFRONT,Santo Nino,Borromeo St.,598421.61,1138105.19,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-03,Thursday,4:00 AM,STATION7_PARDO,Basak Pardo,SITIO LAGUNA BASAK PARDO CC,593985.25,1137149.71,INDEX CRIME,Crime Against Property,THEFT,Petnapping 
2013-01-03,Thursday,1:52 AM,STATION11_MAMBALING,Mambaling,SRP Road Cebu City,596042.19,1137738.95,INDEX CRIME,Crime Against Property,THEFT,Gas Tank
2013-01-03,Thursday,8:45 AM,STATION4_MABOLO,Carreta (Station 4),near Chinese Cemetery MJ Cuenco Ave Carreta Cebu City,599497.42,1139901.14,INDEX CRIME,Crime Against Property,THEFT,Snatching
2013-01-03,Thursday,4:00 AM,STATION11_MAMBALING,Duljo Fatima,34 D C PADILLA ST SITIO BLACK CATS,596060.61,1137874.41,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-03,Thursday,1:20 PM,STATION4_MABOLO,Hippodromo,Inside PUJ from Hipodromo to Ayala Center Cebu,599173.24,1140705.60,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-03,Thursday,11:30 PM,STATION11_MAMBALING,Mambaling,SRP ,596103.64,1137608.37,INDEX CRIME,Crime Against Property,THEFT,Explosives/Supply
2013-01-03,Thursday,6:00 AM,STATION2_FUENTE,Sambag I,20B URGELLO ST.,597868.16,1138759.95,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-03,Thursday,4:30 PM,STATION3_WATERFRONT,Santo Nino,Colon St.,598364.73,1138277.79,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2013-01-03,Thursday,8:00 PM,STATION3_WATERFRONT,Tejero,S. Osme§a Blvd cor Gen Maxilom Ext.,599941.40,1139118.01,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-04,Friday,5:00 PM,STATION4_MABOLO,Banilad,16th Floor WIPRO BDO Bldg. Archbishop Reyes,599130.46,1141291.41,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-04,Friday,6:40 PM,STATION4_MABOLO,Luz,Parking lot of Ayala Center Mall,598919.42,1140725.89,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-04,Friday,6:30 PM,STATION4_MABOLO,Luz,Parking lot of Ayala Center Mall,598906.45,1140742.20,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-04,Friday,2:30 PM,STATION5_CARBON,Kalubihan,Osme§a Blvd,598282.58,1138452.07,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-04,Friday,10:35 PM,STATION10_PUNTA,Labangon,Near Paseo San Ramon,596007.91,1138699.65,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-04,Friday,6:50 PM,STATION4_MABOLO,Mabolo,SM V-Hire Terminal J. Luna Ext NRA Cebu City,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-04,Friday,6:30 PM,STATION4_MABOLO,Lahug,JY Square Public Market Salinas Drive Lahug  Cebu City,598427.97,1142112.28,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-04,Friday,10:00 PM,STATION4_MABOLO,Apas,Inside Caltex Construction Apas Cebu City,599061.39,1142864.55,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-04,Friday,3:00 PM,STATION8_TALAMBAN,Bacayan,Huyong-huyong,601006.26,1147909.46,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2013-01-04,Friday,10:50 AM,STATION3_WATERFRONT,Santo Nino,F. Gonzales St.,598651.77,1138147.86,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-04,Friday,12:00 AM,STATION3_WATERFRONT,San Roque,Palma St.,599276.03,1138425.10,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-04,Friday,5:45 PM,STATION3_WATERFRONT,Tejero,MJ Cuenco Ave.,599259.83,1139167.44,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-04,Friday,6:35 PM,STATION3_WATERFRONT,Santo Nino,Colon St.,598519.54,1138376.28,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-04,Friday,6:00 PM,STATION3_WATERFRONT,Santo Nino,Zamora St.,598656.53,1138124.53,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-05,Saturday,6:00 PM,STATION5_CARBON,Kalubihan,INFRONT EMALL CEBU CITY,594112.14,1137145.41,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-05,Saturday,4:19 AM,STATION8_TALAMBAN,Talamban,Borbajo Street,601093.43,1146612.02,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-05,Saturday,3:00 PM,STATION9_GUADALUPE,Guadalupe,V RAMA AVE GUADALUPE CEBU CITY,596789.90,1140767.78,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-05,Saturday,5:00 AM,STATION1_PARIAN,T. Padilla,T.PADILLA ST.CC,599016.16,1138895.97,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-05,Saturday,5:00 AM,STATION1_PARIAN,T. Padilla,T.PADILLA ST.CC,599016.16,1138895.97,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-05,Saturday,5:00 PM,STATION1_PARIAN,Day-as, T.PADILLA C.C.,599016.16,1138895.97,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-06,Sunday,11:00 AM,STATION7_PARDO,Kinasang-an,SITIO LOWER CASILI KINASANG-AN CC,593900.64,1137144.85,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2013-01-06,Sunday,5:00 PM,STATION7_PARDO,Basak Pardo,MCIA GROUP N. BACALSO AVE BASAK PARDO CC,594209.06,1136043.71,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2013-01-06,Sunday,6:30 PM,STATION3_WATERFRONT,Santo Nino,Vicinity Petron Gas Station beisde Sunburst Restaurant Legaspi St,598778.45,1138221.76,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-06,Sunday,3:30 AM,STATION9_GUADALUPE,Guadalupe,M VELEZ ST GUADALUPE CEBU CITY,597057.10,1140691.19,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-06,Sunday,10:00 PM,STATION9_GUADALUPE,Guadalupe,LIMKAKENG SUB HAPPY VALLEY GUADALUPE CEBU CITY,596021.63,1140952.42,INDEX CRIME,Crime Against Property,THEFT,Cable/Electrical Wire Theft
2013-01-06,Sunday,12:30 AM,STATION1_PARIAN,Kamagayan,kamagayan C.C.,598438.82,1138651.55,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-07,Monday,6:30 PM,STATION2_FUENTE,Kamputhaw,KFC Redemptorist Queen's Road,598366.57,1140134.89,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-07,Monday,1:00 PM,STATION11_MAMBALING,Duljo Fatima,N BACALSO AVE,596018.14,1137939.66,INDEX CRIME,Crime Against Property,THEFT,Explosives/Supply
2013-01-07,Monday,6:30 PM,STATION4_MABOLO,Hippodromo,Sedona Park (MDC) Leyte Loop St Cebu Business Park Cebu City,599552.66,1140309.82,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-07,Monday,5:30 AM,STATION9_GUADALUPE,Guadalupe,CAVAN CMPD KABAJAR ST GUADALUPE CEBU CITY,596666.25,1141116.02,INDEX CRIME,Crime Against Property,THEFT,CarPartsAccessories
2013-01-07,Monday,8:20 PM,STATION1_PARIAN,San Antonio,JUNQUERA ST.C.C.,598489.27,1138710.39,INDEX CRIME,Crime Against Property,THEFT,Snatching
2013-01-07,Monday,2:00 PM,STATION1_PARIAN,Day-as,Jakosalem St. C.C.,598602.40,1138969.51,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-07,Monday,12:21 PM,STATION3_WATERFRONT,Santo Nino,Colon St.,598360.03,1138277.78,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2013-01-08,Tuesday,8:00 AM,STATION7_PARDO,Pardo (Pob.),FROM LAWAAN TALISAY TO PARDO CEBU CITY,593991.40,1136584.81,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-08,Tuesday,11:30 PM,STATION5_CARBON,Kalubihan,711 Convenience Store Pelaez  street ,598428.51,1138364.93,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting
2013-01-08,Tuesday,6:45 PM,STATION7_PARDO,Pardo (Pob.),CHINO AND CHYNNA DIAPERS N. BACALSO AVE POBLACION PARDO CC,593160.22,1136344.36,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2013-01-08,Tuesday,1:30 AM,STATION9_GUADALUPE,Guadalupe,UPPER KALUNASAN CEBU CITY,596880.72,1142121.41,INDEX CRIME,Crime Against Property,THEFT,Petnapping 
2013-01-08,Tuesday,3:30 PM,STATION9_GUADALUPE,Guadalupe,3RD ST HAPPY VALLEY GUADALUPE CEBU CITY,596618.09,1139761.03,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-08,Tuesday,12:20 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598571.77,1138184.99,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-08,Tuesday,2:00 PM,STATION3_WATERFRONT,Tejero,Zapanta St.,599542.83,1138804.05,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-09,Wednesday,9:00 AM,STATION2_FUENTE,Kamputhaw,Onboard 14D PUJ Along Escario St ,598228.69,1140702.94,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-09,Wednesday,2:30 PM,STATION2_FUENTE,Sambag I,293-A Lorenzo Lopez Drive Englis V Rama Ave,597065.64,1139000.21,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-09,Wednesday,3:50 PM,STATION5_CARBON,Kalubihan,Osme§a Blvd,598282.58,1138452.07,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting
2013-01-09,Wednesday,2:00 PM,STATION4_MABOLO,Mabolo,SM City Cebu,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-09,Wednesday,10:00 AM,STATION2_FUENTE,Capitol Site,NEAR KFC FUENTEBRANCH,597830.95,1139884.78,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-09,Wednesday,6:00 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598825.88,1138068.97,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-10,Thursday,2:00 PM,STATION1_PARIAN,Lorega San Miguel,San Miguel St ,599229.08,1139656.43,INDEX CRIME,Crime Against Property,THEFT,Petnapping 
2013-01-10,Thursday,3:00 AM,STATION11_MAMBALING,Basak San Nicolas,ISLA ALEGRE,595003.89,1137605.38,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-10,Thursday,2:00 PM,STATION4_MABOLO,Apas,Gaisano Country Mall Apas Cebu City,599789.13,1143076.70,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting
2013-01-10,Thursday,5:40 PM,STATION1_PARIAN,San Antonio,P.del Rosario St. C.C.,598579.27,1138838.70,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-10,Thursday,12:00 PM,STATION1_PARIAN,Kamagayan,PELAEZ ST. BRGY KAMAGAYAN C.C.,598343.75,1138649.29,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-10,Thursday,3:00 PM,STATION1_PARIAN,Pari-an,Sanciangko St.C.C.,598747.74,1139109.97,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-10,Thursday,8:15 AM,STATION6_PASIL,San Nicolas Proper,N Bacalso Avenue,597316.38,1138399.18,INDEX CRIME,Crime Against Property,Theft,Tiempo
2013-01-10,Thursday,10:00 PM,STATION3_WATERFRONT,Santo Nino,V. Gullas St.,598716.92,1138376.83,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-11,Friday,2:00 AM,STATION7_PARDO,Kinasang-an,UPPER RIVERSIDE KINASANG-AN CC,593991.40,1136584.81,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-11,Friday,12:25 PM,STATION8_TALAMBAN,Talamban,USC TC Nasipit,600078.83,1144571.13,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-11,Friday,12:00 PM,STATION4_MABOLO,Mabolo,ParkingLot Happy Herbs Juan Luna Ave Mabolo Cebu City,600326.35,1140083.26,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-11,Friday,1:00 PM,STATION4_MABOLO,Mabolo,H. Joaquino St. Mabolo Cebu City,599801.79,1140287.19,INDEX CRIME,Crime Against Property,THEFT,Snatching
2013-01-11,Friday,5:00 PM,STATION9_GUADALUPE,Guadalupe,SAMBAG 2 GUADALUPE CEBU CITY,596026.23,1141520.57,INDEX CRIME,Crime Against Property,THEFT,CarPartsAccessories
2013-01-11,Friday,5:00 PM,STATION9_GUADALUPE,Guadalupe,HOLAYSAN CMPD GUADALUPE CEBU CITY,596235.33,1140993.86,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2013-01-11,Friday,9:00 PM,STATION1_PARIAN,Kamagayan,Sanciangko St.C.C.,598747.74,1139109.97,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-11,Friday,10:30 AM,STATION3_WATERFRONT,Santo Nino,Manalili St.,598449.83,1138095.93,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-12,Saturday,10:00 PM,STATION4_MABOLO,Lahug,On board 17B PUJ near JY Square,598311.66,1142115.46,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-12,Saturday,3:00 PM,STATION4_MABOLO,Apas,Sitio Panabang,599060.69,1143113.14,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-12,Saturday,11:40 AM,STATION4_MABOLO,Mabolo,S. Cabahug St. near SME School,600147.89,1140862.45,INDEX CRIME,Crime Against Property,THEFT,Snatching
2013-01-12,Saturday,2:00 PM,STATION4_MABOLO,Mabolo,Bibo Lower Ground Floor SM City Cebu,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-12,Saturday,3:00 AM,STATION9_GUADALUPE,Guadalupe,NGOYONG EXPRESS V RAMA AVE GUADALUPE CEBU CITY,596548.50,1141606.34,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-12,Saturday,3:00 AM,STATION4_MABOLO,Lahug,Inside JY Business Complex,598349.33,1142087.55,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-12,Saturday,8:15 PM,STATION1_PARIAN,Kamagayan,kamagayan C.C.,598438.82,1138651.55,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-12,Saturday,3:00 AM,STATION1_PARIAN,Zapatera,zapatera C.C.,598759.55,1139523.56,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-12,Saturday,7:00 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598830.60,1138059.65,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-13,Sunday,10:00 PM,STATION8_TALAMBAN,Talamban,Nasipit,600096.83,1144744.20,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-13,Sunday,5:00 AM,STATION4_MABOLO,Apas,Jose Maria Del Mar Ave. Apas Cebu City,599061.39,1142864.55,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-13,Sunday,2:00 PM,STATION4_MABOLO,Hippodromo,National Bookstore Ayala Mall Cebu City,599173.24,1140705.60,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-13,Sunday,4:30 PM,STATION4_MABOLO,Mabolo,SM Dept. Store Mabolo Cebu City,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting
2013-01-13,Sunday,10:40 PM,STATION9_GUADALUPE,Guadalupe,M VELEZ ST GUADALUPE CEBU CITY,597057.10,1140691.19,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-13,Sunday,6:00 PM,STATION2_FUENTE,Kamputhaw,J AVE. MANGO SQUARE,598106.03,1139932.23,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-13,Sunday,9:00 PM,STATION3_WATERFRONT,Santo Nino,Colon St.,598364.73,1138277.79,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2013-01-14,Monday,1:15 AM,STATION4_MABOLO,Mabolo,Gil Tudtud St. Brgy Mabolo Cebu City,600191.62,1140724.77,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-14,Monday,9:45 AM,STATION3_WATERFRONT,Santo Nino,D. Jakosalem St.,598801.54,1138367.73,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-14,Monday,10:30 AM,STATION3_WATERFRONT,San Roque,V. Gullas St.,599055.29,1138377.78,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-14,Monday,2:45 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598552.92,1138203.61,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-14,Monday,7:45 PM,STATION3_WATERFRONT,Santo Nino,Colon St.,598355.31,1138282.43,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2013-01-15,Tuesday,10:00 AM,STATION8_TALAMBAN,Talamban,Leyson street,600389.86,1146598.31,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-15,Tuesday,11:40 AM,STATION4_MABOLO,Kasambagan,Kart Zone F. Cabahug St. Kasambagan Cebu City,600575.87,1141559.32,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2013-01-15,Tuesday,10:10 AM,STATION4_MABOLO,Banilad,Motorcycle Parking Area BTC Banilad Cebu City,599852.01,1143270.62,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-15,Tuesday,1:05 AM,STATION3_WATERFRONT,Tinago,Sitio Calero,599195.64,1138602.30,INDEX CRIME,Crime Against Property,THEFT,Clothing/Dry Goods
2013-01-16,Wednesday,6:20 AM,STATION8_TALAMBAN,Talamban,Nasipit,600153.48,1144653.33,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-16,Wednesday,4:10 AM,STATION1_PARIAN,Kamagayan,kamagayan C.C.,598669.61,1138460.77,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-17,Thursday,11:30 AM,STATION5_CARBON,Pahina Central, Leon Kilat street,598104.69,1138415.38,INDEX CRIME,Crime Against Property,THEFT,Snatching
2013-01-17,Thursday,12:34 AM,STATION4_MABOLO,Apas,Johnson St IT Park,599154.32,1141994.12,INDEX CRIME,Crime Against Property,THEFT,Salisi
2013-01-17,Thursday,1:30 AM,STATION2_FUENTE,Kamputhaw,Manggo Avenue Gen Maxilom st,598146.38,1139892.66,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-17,Thursday,2:50 AM,STATION2_FUENTE,Kamputhaw,Gen Maxilom Street,598271.95,1139940.87,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-17,Thursday,9:20 AM,STATION8_TALAMBAN,Talamban,Kauswagan,600161.86,1146640.83,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-17,Thursday,3:00 AM,STATION8_TALAMBAN,Talamban,Talamban,600463.19,1146423.47,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-17,Thursday,11:15 AM,STATION7_PARDO,Kinasang-an,POB PARDO CEBU CITY,594279.98,1135861.90,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2013-01-17,Thursday,4:00 AM,STATION4_MABOLO,Lahug,JO's Chicken Inato Salinas Drive ,598990.36,1141813.91,INDEX CRIME,Crime Against Property,THEFT,Machine/Equipment
2013-01-17,Thursday,5:30 PM,STATION1_PARIAN,Pari-an,parian C.C.,598669.61,1138460.77,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-17,Thursday,9:00 PM,STATION2_FUENTE,Santa Cruz,SKYWALK BETWEEN MERCURY AND ROBINSONS,597902.27,1139797.72,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-17,Thursday,4:30 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598435.27,1138259.31,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-18,Friday,12:30 PM,STATION5_CARBON,Kalubihan,P Lopez Street ,598428.51,1138364.93,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting
2013-01-18,Friday,5:00 PM,STATION2_FUENTE,Kamputhaw,Sparta Credit Management Services Inc 3rd floor Albulario Bldg Mango Ave,597997.24,1139867.73,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2013-01-18,Friday,8:00 AM,STATION4_MABOLO,Mabolo,Gochan Compound Mabolo Cebu City,599996.91,1141074.44,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft
2013-01-18,Friday,9:00 AM,STATION9_GUADALUPE,Guadalupe,SINGSON ROAD GUADALUPE CEBU CITY,596802.35,1141574.36,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-18,Friday,9:00 AM,STATION9_GUADALUPE,Guadalupe,M VELEZ ST GUADALUPE CEBU CITY,597057.10,1140691.19,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-18,Friday,1:00 AM,STATION1_PARIAN,Kamagayan,Pelaes St. C.C. ,598343.75,1138649.29,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-18,Friday,6:00 AM,STATION2_FUENTE,Sambag II,RIVERSIDE B RODRIGUEZ ST.,597320.15,1139580.46,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-18,Friday,7:45 PM,STATION2_FUENTE,Capitol Site,BOSS COFFEE COR DON GIL GARCIA ST &OSME•A BLVD EXTN,597582.41,1140331.13,INDEX CRIME,Crime Against Property,THEFT,Tiempo
2013-01-18,Friday,7:30 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598816.52,1138054.94,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-19,Saturday,7:30 PM,STATION7_PARDO,Basak Pardo,SKY WALK N BACALSO AVE BASAK PARDO CC,592951.48,1135297.83,INDEX CRIME,Crime Against Property,THEFT,Others - Theft
2013-01-19,Saturday,5:30 PM,STATION4_MABOLO,Mabolo,Inside SM City Northwing Mabolo Cebu City,600495.82,1139981.02,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-19,Saturday,5:30 AM,STATION9_GUADALUPE,Guadalupe,SITIO KAMANGAHAN GUADALUPE CEBU CITY,595891.86,1140825.12,INDEX CRIME,Crime Against Property,THEFT,Petnapping 
2013-01-19,Saturday,7:00 AM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598397.68,1138259.21,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-19,Saturday,8:30 AM,STATION3_WATERFRONT,San Roque,MJ Cuenco Ave.,599065.57,1138064.98,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-19,Saturday,10:30 AM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598830.56,1138073.66,INDEX CRIME,Crime Against Property,THEFT,Money/Cash/Collection
2013-01-19,Saturday,7:30 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598806.93,1138120.28,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
2013-01-19,Saturday,10:00 PM,STATION3_WATERFRONT,Santo Nino,Osme§a Blvd.,598458.82,1138240.70,INDEX CRIME,Crime Against Property,THEFT,Jewelry/Watch/Accessories
2013-01-20,Sunday,1:15 PM,STATION5_CARBON,Pahina Central,Leon Kilat street near ACT school,598104.69,1138415.38,INDEX CRIME,Crime Against Property,THEFT,Bags/Wallets/Purse
2013-01-20,Sunday,8:00 PM,STATION4_MABOLO,Lahug,Vicinity of Shade Salinas Drive ,598599.67,1142047.41,INDEX CRIME,Crime Against Property,THEFT,Cellphone/Camera/Gadgets
