598325.72,1137941.5
600144.17,1146259.75
594155.65,1138452.9
594956.84,1137623.93
595323.54,1136751.91
598282.84,1142339.47
600565.18,1146902.24
596155.48,1137557.15
599497.42,1139901.14
596441.04,1137968.84
600072.1,1140250.61
595562.38,1137896.39
600086.45,1142800.92
600828.8,1148145.26
599016.16,1138895.97
598579.27,1138838.7
598343.75,1138649.29
598969.17,1138919.16
598602.4,1138969.51
598579.27,1138838.7
598890.81,1139640.66
599433.32,1142625.22
597071.07,1138721.16
598815.93,1142015.66
599357.76,1139758
598595.57,1140587.52
595557.45,1137978.09
599576.6,1138495.99
597552.86,1139340.65
595054.15,1137310.33
596115.42,1140595.5
595116.55,1137261.47
600278.32,1145358.6
597057.1,1140691.19
601200.95,1146596.57
600008.82,1144302.79
598489.27,1138710.39
599016.16,1138895.97
598755.74,1137942.71
598946.8,1138517.55
598444.86,1138193.97
598421.61,1138105.19
598924.11,1138232.67
599226.91,1139176.68
593985.25,1137149.71
598436.57,1138364.93
598289.75,1137987.51
595118.74,1138581.57
599486.68,1139961.8
596042.19,1137738.95
599497.42,1139901.14
596060.61,1137874.41
599173.24,1140705.6
596149.15,1142641.71
596103.64,1137608.37
596870.29,1140373.47
596075.35,1137640.98
596912.65,1141136.7
598007.8,1137770.19
597868.16,1138759.95
597916.27,1139833.36
599473.07,1138547.05
598364.73,1138277.79
598890.54,1138470.7
599941.4,1139118.01
599130.46,1141291.41
592607.41,1135661.17
598919.42,1140725.89
598906.45,1140742.2
598282.58,1138452.07
595206.87,1139011.37
596007.91,1138699.65
595280.51,1139581.21
600139.51,1146246.32
599497.42,1139901.14
596135.68,1137921.31
599731.6,1141003.66
600851.26,1148301.11
596084.29,1137809.1
600495.82,1139981.02
598427.97,1142112.28
599061.39,1142864.55
601006.26,1147909.46
599477.78,1138542.4
598651.77,1138147.86
599276.03,1138425.1
598758.99,1138456.32
599259.83,1139167.44
598519.54,1138376.28
598656.53,1138124.53
594112.14,1137145.41
597889.64,1137587.76
598282.58,1138452.07
598170.41,1138649.61
594471.6,1139798.46
598213.43,1137760.84
600707.13,1148791.98
601093.43,1146612.02
596789.9,1140767.78
596372.33,1141584.85
596264.99,1142169.32
600191.62,1140724.77
599099.62,1143054.9
599016.16,1138895.97
599016.16,1138895.97
599016.16,1138895.97
597550.62,1141187.76
596967.7,1138730.31
597956.21,1139837.27
598519.54,1138376.28
598730.98,1138390.88
593900.64,1137144.85
594209.06,1136043.71
598778.45,1138221.76
600816.24,1149439.94
600390.22,1150544.93
597057.1,1140691.19
598374.66,1141436.34
596264.99,1142169.32
596021.63,1140952.42
599016.16,1138895.97
598579.27,1138838.7
598438.82,1138651.55
598760.84,1139066
593446.46,1136576.44
598684.25,1140803.42
599273.31,1138568.58
598366.57,1140134.89
599148.33,1142862.46
596202.77,1137474.54
598436.57,1138364.93
595840.93,1137434.89
596018.14,1137939.66
599552.66,1140309.82
596360.3,1142222.98
596666.25,1141116.02
596739.97,1141001.22
598669.61,1138460.77
598669.61,1138460.77
598489.27,1138710.39
598602.4,1138969.51
598340.3,1140283.02
597923.66,1140656.56
598005.25,1140783.43
598694.27,1138073.27
598360.03,1138277.78
599427.08,1138192.07
593413.41,1136550.56
593661.96,1136752.02
593991.4,1136584.81
595112.98,1138973.76
598342.25,1137704.3
594037.06,1137084.57
598436.57,1138364.93
593371.63,1136349.7
598428.51,1138364.93
593160.22,1136344.36
594292.56,1136473.46
596450.31,1138015.56
600290.28,1140370.29
599173.24,1140705.6
596880.72,1142121.41
595776.77,1139950.25
596390.72,1142586.35
596618.09,1139761.03
598438.82,1138651.55
598438.82,1138651.55
599016.16,1138895.97
598848.99,1141127.21
597874.96,1138641.49
599720.94,1138972.64
599343.19,1137944.37
598571.77,1138184.99
599542.83,1138804.05
598228.69,1140702.94
596202.77,1139192.98
597065.64,1139000.21
598282.58,1138452.07
595477.52,1137994.22
596488.12,1137936.28
600495.82,1139981.02
599498.25,1139611.67
598438.82,1138651.55
594022.59,1135543.71
597830.95,1139884.78
599126.24,1138214.57
598825.88,1138068.97
594607.69,1138131.94
594544.02,1138262.62
599229.08,1139656.43
594076.16,1136547.6
595003.89,1137605.38
594774.06,1137436.66
599061.39,1142864.55
599789.13,1143076.7
598942.36,1140924.38
596650.63,1140991.2
596026.1,1141000.18
598579.27,1138838.7
598343.75,1138649.29
598747.74,1139109.97
598579.27,1138838.7
599318.79,1139934.44
600014.16,1144914.49
597316.38,1138399.18
598928.8,1140939.52
597960.77,1138623.34
598716.92,1138376.83
598207.2,1137990.79
600350.56,1147398.76
593802.13,1135290.87
593991.4,1136584.81
600078.83,1144571.13
593671.07,1136882.71
600326.35,1140083.26
599801.79,1140287.19
599173.24,1140705.6
596026.23,1141520.57
596235.33,1140993.86
596149.71,1140620.69
596346.42,1140437.97
598438.82,1138651.55
598438.82,1138651.55
598747.74,1139109.97
598449.83,1138095.93
598840.01,1138055.01
595153.41,1139660.23
594630.61,1138346.79
595992.18,1138836.09
598311.66,1142115.46
596419.55,1138944.65
599060.69,1143113.14
594289.2,1135969.16
600147.89,1140862.45
600495.82,1139981.02
599497.42,1139901.14
596548.5,1141606.34
596322.63,1142569.82
598349.33,1142087.55
598216.84,1138658.27
598438.82,1138651.55
598438.82,1138651.55
598759.55,1139523.56
593991.4,1136584.81
599205.53,1138429.57
598938.28,1138204.7
598830.6,1138059.65
599371.37,1137949.12
600473.1,1149501.96
594678.5,1135008.48
598144.67,1140501.94
600096.83,1144744.2
593643.43,1136663.2
595769.8,1137663.49
594319.02,1135357.55
593764.12,1137223.88
600646.61,1146362.15
597947.85,1142405.06
599061.39,1142864.55
599173.24,1140705.6
600495.82,1139981.02
600072.1,1140250.61
599173.24,1140705.6
597057.1,1140691.19
600495.82,1139981.02
596264.99,1142169.32
597057.1,1140691.19
596297.59,1138860.27
597584.65,1138048.58
598106.03,1139932.23
598942.92,1138228.06
598364.73,1138277.79
599435.48,1138467.57
598477.33,1140855.37
600949.86,1149129.93
595769.8,1137663.49
593671.07,1136882.71
593665.51,1137569.82
600191.62,1140724.77
600158.91,1140295.21
596387.72,1141970.06
598328.02,1142148.18
595075.17,1138184.57
599435.48,1138467.57
598224.1,1139404.91
598801.54,1138367.73
599055.29,1138377.78
598552.92,1138203.61
598355.31,1138282.43
598303.1,1138150.97
594969.32,1139958.55
599248.75,1139345.99
598331.96,1141580.95
596874.78,1139620.66
600389.86,1146598.31
600575.87,1141559.32
599852.01,1143270.62
598669.61,1138460.77
599099.56,1141529.73
599029.74,1140764.72
596930.08,1138950.81
597557.98,1139189.51
599195.64,1138602.3
594816.2,1134922.47
598433.17,1137751.54
598428.51,1140669.65
600153.48,1144653.33
600104.83,1146051.32
595726.68,1137966.88
594097.21,1136641.21
596739.97,1141001.22
598438.82,1138651.55
595983.37,1142902.7
598438.82,1138651.55
598669.61,1138460.77
596148.45,1141079.12
596297.59,1138860.27
599245.55,1139232.76
596797.73,1139015.81
598282.58,1138452.07
598729.32,1141481.69
598104.69,1138415.38
599154.32,1141994.12
598146.38,1139892.66
595609.31,1137919.87
598271.95,1139940.87
600161.86,1146640.83
595496.45,1137942.91
600463.19,1146423.47
601208.53,1146615.85
595347.64,1139091.13
594279.98,1135861.9
598990.36,1141813.91
599729.7,1140847.25
594450.59,1137181.46
598669.61,1138460.77
598579.27,1138838.7
597920.48,1139589.72
597902.27,1139797.72
598435.27,1138259.31
599716.71,1138804.55
598618.35,1138334.53
595075.35,1138983
594963.92,1138483.1
595602.06,1138853.7
592215.26,1137415.9
598428.51,1138364.93
593759.01,1137396.58
598858.23,1139928.51
597997.24,1139867.73
600165.88,1144833.1
593567.41,1135192.19
600322.63,1145368.94
599347.59,1139709.29
600309.93,1140893.26
599996.91,1141074.44
596802.35,1141574.36
597057.1,1140691.19
596740.25,1141088.63
598343.75,1138649.29
598579.27,1138838.7
599064.21,1141874.84
597320.15,1139580.46
597582.41,1140331.13
598942.92,1138228.06
598816.52,1138054.94
599205.26,1138522.95
598750.35,1139021.26
597484.52,1139622.35
599780.11,1141708.77
597789.27,1140716.88
599498.98,1141832.86
592951.48,1135297.83
600033.45,1144727.68
593371.63,1136349.7
600495.82,1139981.02
595891.86,1140825.12
596652.1,1141527.26
598438.82,1138651.55
598579.27,1138838.7
598150.75,1142516.55
596901.93,1138933.81
597839.71,1138746.73
598397.68,1138259.21
599065.57,1138064.98
598830.56,1138073.66
598806.93,1138120.28
598458.82,1138240.7
598104.69,1138415.38
595056.96,1138833.54
596609.04,1138398.88
597313.78,1137644.52
596138.17,1138729.1
597229.13,1138085.53
595142.75,1138394.86
595091.82,1137281.24
596253.34,1137860.93
598599.67,1142047.41
599908.53,1143224.1
600417.43,1146408.17
598119.32,1139906.59
593694.14,1135271.83
601085.81,1146809.22
600048.07,1146183.04
593291.56,1136424.17
601122.43,1146736.97
600573.14,1148213.95
596914.07,1137942.83
600350.89,1139716.81
600495.82,1139981.02
599584.83,1140564.37
596650.53,1140991.1
596005.8,1141901.32
599035.96,1138536.51
598669.61,1138460.77
598838.15,1138718.02
598216.84,1138658.27
598216.84,1138658.27
598216.84,1138658.27
596530.95,1142431.5
597543.09,1140094.61
598116.41,1138845.56
597729.4,1139858.81
598078.87,1139877.59
598107.04,1139883.8
597962.17,1139385.56
597903.46,1139794.81
598684.77,1138110.6
598835.26,1138073.67
599678.87,1138893.15
598416.95,1138091.17
599451.62,1139480.8
598740.22,1138446.93
597833.01,1137734.61
597833.01,1137734.61
596763.13,1138763.5
600270.61,1140265.18
595165.37,1136984.79
592895.86,1135963.3
595854.21,1137733.76
599859.36,1143576.43
600398.93,1146712.71
599130.77,1143255.73
600277.97,1145376.69
600766.93,1150242.63
598126.99,1138425.37
598349.33,1142087.55
597006.77,1140725.19
596482.9,1142388.18
597604.79,1139463.94
597572.01,1140331.57
595520.12,1137882.27
595848.76,1138009.24
595801.66,1138046.46
596145.38,1137813.94
594215.61,1135338.69
594238.06,1135726.34
599230.39,1139607.41
592607.41,1135661.17
600233.7,1144941.83
599320.2,1141081.86
599461.85,1141672.85
598489.27,1138710.39
596402.08,1141769.93
598760.84,1139066
596739.97,1141001.22
598602.4,1138969.51
596005.8,1141901.32
600058.83,1146116.55
597099.74,1138140.61
599214.7,1138508.97
600073.7,1140242.91
596964.69,1137744.48
594933.47,1137577.17
599058.22,1140666.76
594373.53,1136999.15
593574.46,1136161.21
597807.83,1142482.86
599226.17,1141926.63
596912.65,1141136.7
598760.84,1139066
598284.33,1140133.46
598747.74,1139109.97
596652.64,1141331.17
597144.57,1137861.76
598594.57,1138432.52
598981.08,1138027.39
598388.26,1138263.85
598374.19,1138254.47
599297.4,1139176.88
598712.78,1138176.05
598989.97,1138209.51
598335.9,1138292.3
598064.26,1138588.61
597989.42,1138039.78
598457.43,1142080.85
600423.4,1140653.14
596028.35,1137640.85
593900.64,1137144.85
597754.76,1142137.24
593340.85,1136527.13
593378.37,1136555.25
600072.1,1140250.61
599313.17,1140246.12
598374.66,1141436.34
598216.84,1138658.27
599075.96,1139372.35
596890.57,1140262.64
598747.74,1139109.97
596892.15,1142095.1
596739.97,1141001.22
596301.84,1140413.34
600087.98,1147419.01
598100.74,1139933.09
598345.81,1141042.92
595133.95,1138170.72
600446.13,1148267.27
599800.96,1143047.56
598294.81,1138492.37
597862.22,1146965.73
593360.48,1136212.01
600563.7,1140889.32
598374.66,1141436.34
598374.66,1141436.34
598768,1138596.42
598438.82,1138651.55
598579.27,1138838.7
594767.72,1144292.15
597678.86,1138698.92
597609.91,1137624.92
596870.72,1142111.41
599111.17,1138560.04
598812.12,1137947.54
593941.35,1136925.62
598282.58,1138452.07
598064.26,1138588.61
595501.68,1137751.48
596065.08,1137958.47
596154.28,1137996.07
594209.06,1136043.71
600426.95,1146363.85
598582.33,1141532.64
594576.33,1137609.03
600147.89,1140862.45
598216.84,1138658.27
598747.74,1139109.97
599075.96,1139372.35
598579.27,1138838.7
596078.46,1141647.07
596923.56,1139803.41
596387.72,1141970.06
596026.23,1141520.57
599275.66,1138570.33
596974.19,1139234.21
599303.27,1141673.59
597000.93,1139461.1
597812.12,1139896.39
599098.69,1137985.7
598383.53,1138277.84
598529.19,1138287.59
598435.73,1138095.89
585888.3,1147516.45
598207.2,1137990.79
598303.1,1138150.97
596217.56,1138911.41
596253.92,1140242.25
599473.61,1139184.38
595698.45,1137976.14
600121.66,1144688.25
598605.46,1142076.6
598374.66,1141436.34
599862.26,1139678.07
599075.96,1139372.35
599016.16,1138895.97
598669.61,1138460.77
598669.61,1138460.77
598760.84,1139066
596067.4,1141678.54
596923.56,1139803.41
596284.36,1142813.07
598155.38,1139930.33
598402.34,1138273.23
599135.71,1138191.25
598468.22,1138240.73
598957.09,1138200.08
596208.31,1138855.36
598447.37,1138973.72
595098.42,1137409.52
593413.41,1136550.56
600134.42,1145152.78
597764.53,1142004.21
594329.23,1135995.13
594006.41,1135445.61
600488.88,1141580.08
599572.08,1140090.44
600350.89,1139716.81
600495.82,1139981.02
598669.61,1138460.77
598414.71,1138889.58
598669.61,1138460.77
596759.86,1140584.44
596833.65,1138772.54
597723.71,1138739.41
598534.08,1138217.57
598374.72,1141415.33
598335.9,1138292.3
598332.98,1137971.29
600077.6,1145918.79
600146.14,1144548.27
600216.6,1145274.1
