n,51,600463.19,1146423.47
n,51,601208.53,1146615.85
n,51,595347.64,1139091.13
n,51,594279.98,1135861.9
n,51,598990.36,1141813.91
n,51,599729.7,1140847.25
n,51,594450.59,1137181.46
n,51,598669.61,1138460.77
n,51,598579.27,1138838.7
n,51,597920.48,1139589.72
n,51,597902.27,1139797.72
n,51,598435.27,1138259.31
n,51,599716.71,1138804.55
n,51,598618.35,1138334.53
n,51,595075.35,1138983
n,51,594963.92,1138483.1
n,51,595602.06,1138853.7
n,51,592215.26,1137415.9
n,51,598428.51,1138364.93
n,51,593759.01,1137396.58
n,51,598858.23,1139928.51
n,51,597997.24,1139867.73
n,51,600165.88,1144833.1
n,51,593567.41,1135192.19
n,51,600322.63,1145368.94
n,51,599347.59,1139709.29
n,51,600309.93,1140893.26
n,51,599996.91,1141074.44
n,51,596802.35,1141574.36
n,51,597057.1,1140691.19
n,51,596740.25,1141088.63
n,51,598343.75,1138649.29
n,51,598579.27,1138838.7
n,51,599064.21,1141874.84
n,51,597320.15,1139580.46
n,51,597582.41,1140331.13
n,51,598942.92,1138228.06
n,51,598816.52,1138054.94
n,51,599205.26,1138522.95
n,51,598750.35,1139021.26
n,51,597484.52,1139622.35
n,51,599780.11,1141708.77
n,51,597789.27,1140716.88
n,51,599498.98,1141832.86
n,51,592951.48,1135297.83
n,51,600033.45,1144727.68
n,51,593371.63,1136349.7
n,51,600495.82,1139981.02
n,51,595891.86,1140825.12
n,51,596652.1,1141527.26
n,51,598438.82,1138651.55
n,51,598579.27,1138838.7
n,51,598150.75,1142516.55
n,51,596901.93,1138933.81
